hitza	agerpen kopurua	maiztasuna milioi testu-hitzeko	silaba kopurua	auzokide kopurua
tokiarekin	11	0.48	5	1
tonalitate	11	0.48	5	3
tontoarena	11	0.48	5	1
topaldi	11	0.48	3	1
topikoen	11	0.48	4	11
torturan	11	0.48	3	5
totelak	11	0.48	3	6
toxikoek	11	0.48	4	7
trakako	11	0.48	3	4
trakzio	11	0.48	3	5
tranpolin	11	0.48	3	1
trapero	11	0.48	3	3
tratatuan	11	0.48	4	5
trebatuko	11	0.48	4	2
trebatuta	11	0.48	4	2
trebeskatu	11	0.48	4	3
treinetan	11	0.48	3	3
trenerako	11	0.48	4	3
trenkada	11	0.48	3	1
tresneri	11	0.48	3	3
triglifoen	11	0.48	4	0
trinkatu	11	0.48	3	9
trinkili	11	0.48	3	0
trinkoago	11	0.48	4	3
tripetako	11	0.48	4	2
tripetan	11	0.48	3	1
tripulazio	11	0.48	5	2
tristuran	11	0.48	3	4
triunfo	11	0.48	3	1
trokola	11	0.48	3	3
tropekin	11	0.48	3	1
tropikora	11	0.48	4	3
trufania	11	0.48	4	4
trumoitsu	11	0.48	3	2
ttanttoak	11	0.48	3	4
ttarroen	11	0.48	3	3
ttattarra	11	0.48	3	1
ttikiren	11	0.48	3	4
ttipiri	11	0.48	3	6
ttipitzeko	11	0.48	4	2
tunante	11	0.48	3	1
tuntik	11	0.48	2	2
tuntunak	11	0.48	3	1
turnada	11	0.48	3	0
tutsiak	11	0.48	3	4
txakurrez	11	0.48	3	4
txala	11	0.48	2	16
txaletak	11	0.48	3	5
txaleteko	11	0.48	4	1
txaluparik	11	0.48	4	5
txandarako	11	0.48	4	3
txandari	11	0.48	3	4
txanel	11	0.48	2	3
txekiarren	11	0.48	4	3
txibatoa	11	0.48	4	2
txibi	11	0.48	2	4
txikienen	11	0.48	4	4
txikleak	11	0.48	3	1
txirbil	11	0.48	2	1
txistukada	11	0.48	4	1
txitxi	11	0.48	2	2
txixtu	11	0.48	2	3
txoil	11	0.48	1	2
txokoetan	11	0.48	4	4
txorizoa	11	0.48	4	6
txotxoloa	11	0.48	4	4
txukunduko	11	0.48	4	0
tza	11	0.48	1	1
udakoa	11	0.48	4	8
udalerria	11	0.48	5	8
udalerrik	11	0.48	4	8
udaminean	11	0.48	5	0
udazkenera	11	0.48	5	3
ufada	11	0.48	3	3
ugalketari	11	0.48	5	2
ugartearen	11	0.48	5	2
uhaitz	11	0.48	2	3
uhaletatik	11	0.48	5	1
uhalgilea	11	0.48	5	2
uhartekoa	11	0.48	5	5
uhaste	11	0.48	3	4
ukalondo	11	0.48	4	2
ukalondoan	11	0.48	5	4
ukatzearen	11	0.48	5	5
ukimenak	11	0.48	4	6
ukitutxo	11	0.48	4	2
ukondoen	11	0.48	4	3
ukuiluetan	11	0.48	6	0
ulertzean	11	0.48	4	5
umearena	11	0.48	5	6
umeenak	11	0.48	4	3
umekiari	11	0.48	5	0
umetzat	11	0.48	3	2
unatzen	11	0.48	3	8
unekoak	11	0.48	4	5
unez	11	0.48	2	11
upelekoa	11	0.48	5	3
urarena	11	0.48	4	3
urarentzat	11	0.48	4	2
urdaitegi	11	0.48	4	1
uretarat	11	0.48	4	3
urkatze	11	0.48	3	5
urkila	11	0.48	3	3
urpekarien	11	0.48	5	4
urratsetik	11	0.48	4	3
urratzeaz	11	0.48	4	6
urrean	11	0.48	3	15
urregorria	11	0.48	5	3
urrik	11	0.48	2	16
urrikoak	11	0.48	4	6
urritzea	11	0.48	4	7
urrunari	11	0.48	4	3
urrunetara	11	0.48	5	2
urrutiena	11	0.48	5	2
urtekarian	11	0.48	5	3
urteño	11	0.48	3	2
urteok	11	0.48	3	9
urtutako	11	0.48	4	3
urtze	11	0.48	2	9
urzo	11	0.48	2	5
usainetan	11	0.48	4	5
usnan	11	0.48	2	5
usteetan	11	0.48	4	7
ustelik	11	0.48	3	6
ustezkoak	11	0.48	4	3
ustiatzea	11	0.48	5	5
utzikeriak	11	0.48	5	3
uxual	11	0.48	3	2
uxuala	11	0.48	4	2
uztekoak	11	0.48	4	4
xabalina	11	0.48	4	3
xaboiak	11	0.48	3	3
xaharretan	11	0.48	4	8
xahututako	11	0.48	5	1
xalarekin	11	0.48	4	5
xantier	11	0.48	3	1
xantrea	11	0.48	3	5
xarta	11	0.48	2	13
xehatzeko	11	0.48	4	7
xeheago	11	0.48	4	4
xeherik	11	0.48	3	5
xeheroago	11	0.48	5	0
xelebreena	11	0.48	5	3
xendrak	11	0.48	2	6
xerria	11	0.48	3	9
xifrea	11	0.48	3	5
xilora	11	0.48	3	7
xinpleak	11	0.48	3	3
xoila	11	0.48	2	9
xoilez	11	0.48	2	4
xoilik	11	0.48	2	4
xokoko	11	0.48	3	5
xokoleta	11	0.48	4	2
xoro	11	0.48	2	15
xoxo	11	0.48	2	6
xuhurtua	11	0.48	4	3
xukatuz	11	0.48	3	5
xumeetan	11	0.48	4	3
xumez	11	0.48	2	9
zabaleraz	11	0.48	4	5
zaborrik	11	0.48	3	3
zabuan	11	0.48	3	5
zafiro	11	0.48	3	2
zahartuko	11	0.48	4	4
zahartxo	11	0.48	3	3
zahartzeko	11	0.48	4	2
zahi	11	0.48	2	12
zaidalarik	11	0.48	4	1
zaigunik	11	0.48	3	3
zailduta	11	0.48	3	2
zailei	11	0.48	2	10
zainaren	11	0.48	3	12
zainetara	11	0.48	4	3
zainketak	11	0.48	3	5
zaituenari	11	0.48	5	2
zakarregi	11	0.48	4	7
zakiletik	11	0.48	4	1
zakiten	11	0.48	3	5
zakurrez	11	0.48	3	6
zaldiarena	11	0.48	5	2
zaldizaina	11	0.48	4	2
zaletzat	11	0.48	3	1
zangopean	11	0.48	4	1
zangotik	11	0.48	3	4
zapatek	11	0.48	3	6
zapian	11	0.48	3	10
zapindu	11	0.48	3	3
zapping	11	0.48	2	1
zarauztar	11	0.48	3	0
zarbak	11	0.48	2	10
zaretenoi	11	0.48	4	3
zarraturik	11	0.48	4	7
zarratzen	11	0.48	3	9
zartatua	11	0.48	4	7
zartaturik	11	0.48	4	3
zartatzea	11	0.48	4	9
zatarkeria	11	0.48	5	6
zatikatzea	11	0.48	5	5
zatiok	11	0.48	3	7
zatitik	11	0.48	3	2
zatitxoa	11	0.48	4	6
zaudena	11	0.48	3	6
zauriari	11	0.48	4	1
zauzkatela	11	0.48	4	3
zegoenetan	11	0.48	5	1
zegozkiola	11	0.48	5	4
zehatzek	11	0.48	3	8
zeintan	11	0.48	2	5
zekarrek	11	0.48	3	4
zeldaren	11	0.48	3	4
zelebrea	11	0.48	4	4
zenbaketak	11	0.48	4	5
zenentz	11	0.48	2	3
zenera	11	0.48	3	10
zenioen	11	0.48	4	5
zeniokete	11	0.48	5	1
zentimoko	11	0.48	4	2
zentratuta	11	0.48	4	1
zentzuna	11	0.48	3	9
zentzura	11	0.48	3	5
zepoa	11	0.48	3	11
zeramanak	11	0.48	4	6
zeramikak	11	0.48	4	3
zerbitu	11	0.48	3	5
zere	11	0.48	2	15
zereal	11	0.48	3	2
zerealak	11	0.48	4	1
zerendako	11	0.48	4	2
zergatiari	11	0.48	5	0
zeriok	11	0.48	3	13
zerratze	11	0.48	3	5
zerriki	11	0.48	3	8
zerrikume	11	0.48	4	2
zestoarrak	11	0.48	4	2
zetazkoak	11	0.48	4	3
zetozenean	11	0.48	5	3
zetozenei	11	0.48	4	3
zetozkigun	11	0.48	4	2
zeukanaren	11	0.48	4	2
zeukatenek	11	0.48	4	7
zezakeenaz	11	0.48	5	7
zezina	11	0.48	3	6
zia	11	0.48	2	13
ziegarik	11	0.48	4	3
ziegetatik	11	0.48	5	1
zienaren	11	0.48	4	15
ziento	11	0.48	3	2
zietenei	11	0.48	4	5
zigarreten	11	0.48	4	2
zigiluaz	11	0.48	4	5
zigilurik	11	0.48	4	1
zihoanez	11	0.48	4	2
zikinari	11	0.48	4	3
zikiratze	11	0.48	4	2
ziklopeak	11	0.48	4	2
zikoitzak	11	0.48	3	3
zilarbizi	11	0.48	4	3
zilartsu	11	0.48	3	2
ziloetan	11	0.48	4	9
zimaur	11	0.48	2	3
zimitarra	11	0.48	4	1
zinaten	11	0.48	3	6
zindo	11	0.48	2	4
zineak	11	0.48	3	13
zinegileak	11	0.48	5	3
zinetegi	11	0.48	4	1
zingiren	11	0.48	3	4
zintetan	11	0.48	3	3
zioz	11	0.48	2	9
zirgariak	11	0.48	4	2
zirina	11	0.48	3	12
zirta	11	0.48	2	16
zirtzilez	11	0.48	3	3
zituenari	11	0.48	5	3
zitzaizuna	11	0.48	4	5
zitzakeena	11	0.48	5	6
ziza	11	0.48	2	17
zizelatu	11	0.48	4	3
zizkiena	11	0.48	4	6
zizkigutek	11	0.48	4	1
ziztrinen	11	0.48	3	5
zoinu	11	0.48	2	6
zokogune	11	0.48	4	0
zokoratuta	11	0.48	5	1
zokoratzea	11	0.48	5	2
zokoratzen	11	0.48	4	2
zolagunea	11	0.48	5	3
zolda	11	0.48	2	10
zoliaz	11	0.48	3	7
zorabiatua	11	0.48	6	4
zorriek	11	0.48	3	12
zorrien	11	0.48	3	13
zortziek	11	0.48	3	5
zortzien	11	0.48	3	6
zotinen	11	0.48	3	7
zuekiko	11	0.48	4	3
zugaz	11	0.48	2	8
zuhurrez	11	0.48	3	4
zulaketa	11	0.48	4	3
zumardi	11	0.48	3	1
zuntzaren	11	0.48	3	1
zuntzez	11	0.48	2	5
zuntzezko	11	0.48	3	4
zuok	11	0.48	2	7
zupatu	11	0.48	3	8
zuraje	11	0.48	3	1
zurajea	11	0.48	4	3
zurdak	11	0.48	2	9
zurigarri	11	0.48	4	4
zuritze	11	0.48	3	5
zurrunago	11	0.48	4	3
zutabeek	11	0.48	4	6
zutika	11	0.48	3	6
zutitua	11	0.48	4	9
zutoinaren	11	0.48	4	1
zuztarra	11	0.48	3	3
abadesaren	10	0.44	5	1
abantailik	10	0.44	4	2
abarketak	10	0.44	4	3
abarretik	10	0.44	4	7
abelgorri	10	0.44	4	1
abiatzeak	10	0.44	5	4
abisuaren	10	0.44	5	3
aborigenek	10	0.44	5	3
abrekeriak	10	0.44	5	3
abuztuaz	10	0.44	4	3
adabatua	10	0.44	5	4
adaburu	10	0.44	4	3
adartxo	10	0.44	3	3
adiarazten	10	0.44	5	5
adieraren	10	0.44	5	0
adimenduak	10	0.44	5	4
adimenduan	10	0.44	5	5
adinekoena	10	0.44	6	2
adinerat	10	0.44	4	1
adiskideez	10	0.44	5	6
adoste	10	0.44	3	3
afariaz	10	0.44	4	7
afaritik	10	0.44	4	3
aferagatik	10	0.44	5	0
afixaren	10	0.44	4	1
afrikatze	10	0.44	4	1
afrikatzea	10	0.44	5	1
afruntua	10	0.44	4	3
afrusa	10	0.44	3	2
agertokiak	10	0.44	5	2
aginteek	10	0.44	4	5
aginterako	10	0.44	5	0
agintzaile	10	0.44	4	3
agiritan	10	0.44	4	4
agnostiko	10	0.44	4	3
agoniaren	10	0.44	5	1
agureei	10	0.44	4	4
agurretan	10	0.44	4	7
ahaire	10	0.44	3	3
ahateek	10	0.44	4	6
ahogozatuz	10	0.44	5	2
ahokariak	10	0.44	5	2
aholkuekin	10	0.44	5	0
ahorat	10	0.44	3	3
ahoskerak	10	0.44	4	5
ahoskordak	10	0.44	4	2
ahotsei	10	0.44	3	5
ahotz	10	0.44	2	10
ahozkoaren	10	0.44	5	1
ahuluneak	10	0.44	5	2
aiherga	10	0.44	3	5
ainitzi	10	0.44	3	5
aintziren	10	0.44	3	4
aipuaren	10	0.44	4	1
aireekin	10	0.44	4	2
aireratzea	10	0.44	5	5
aiseria	10	0.44	4	4
aitagurea	10	0.44	5	2
aitaorde	10	0.44	4	1
aitaordeak	10	0.44	5	1
aitarenera	10	0.44	5	0
aitzinlari	10	0.44	4	4
aiurria	10	0.44	4	5
aizun	10	0.44	2	11
akabatuz	10	0.44	4	2
akatsgabea	10	0.44	5	4
akiduraren	10	0.44	5	2
akordeoian	10	0.44	5	3
akrilikoak	10	0.44	5	2
akulatzea	10	0.44	5	3
alaina	10	0.44	3	9
alaitzea	10	0.44	4	8
alako	10	0.44	3	20
alardeetan	10	0.44	5	1
albokak	10	0.44	3	6
albokaria	10	0.44	5	3
aldaketok	10	0.44	4	3
aldamioa	10	0.44	5	5
aldapari	10	0.44	4	4
aldapatik	10	0.44	4	2
aldareetan	10	0.44	5	3
alderdiez	10	0.44	4	5
alderoka	10	0.44	4	1
aldizkatu	10	0.44	4	2
aletegi	10	0.44	4	0
aletegiak	10	0.44	5	0
alfabetiko	10	0.44	5	3
alfil	10	0.44	2	1
algoritmo	10	0.44	4	0
alien	10	0.44	3	11
alkandoran	10	0.44	4	4
alkatek	10	0.44	3	6
alkatetzan	10	0.44	4	2
almadiaren	10	0.44	5	0
almazen	10	0.44	3	1
almuedano	10	0.44	5	1
alorrekoa	10	0.44	5	3
alsaziar	10	0.44	4	1
altueraz	10	0.44	4	4
altukoak	10	0.44	4	2
altxorrari	10	0.44	4	0
altxorraz	10	0.44	3	3
altzairuak	10	0.44	4	4
altzariei	10	0.44	4	3
amaierakoa	10	0.44	6	3
amaitzeak	10	0.44	4	4
amalurra	10	0.44	4	3
amaordeari	10	0.44	6	0
amesturiko	10	0.44	5	2
ametatik	10	0.44	4	8
amila	10	0.44	3	11
amildua	10	0.44	4	6
amnesiaren	10	0.44	5	1
amodiotik	10	0.44	5	1
amoltsuki	10	0.44	4	2
amoroski	10	0.44	4	0
anaiatzat	10	0.44	4	0
analogien	10	0.44	5	4
andanaka	10	0.44	4	2
andereñoen	10	0.44	5	4
andrazkoen	10	0.44	4	3
anexionatu	10	0.44	6	1
anginak	10	0.44	3	4
angula	10	0.44	3	1
anhidrido	10	0.44	4	0
animak	10	0.44	3	7
anizkuna	10	0.44	4	3
anizkunak	10	0.44	4	2
anizkunen	10	0.44	4	3
anoak	10	0.44	3	16
anonimoan	10	0.44	5	3
antiojoak	10	0.44	5	2
antsiarik	10	0.44	4	1
antzar	10	0.44	2	6
antzokitan	10	0.44	4	2
apailatzea	10	0.44	5	4
apartatzea	10	0.44	5	7
apelazioak	10	0.44	6	3
apetaren	10	0.44	4	1
apezgoa	10	0.44	4	5
apolitikoa	10	0.44	6	3
apoplexia	10	0.44	5	2
apoteosia	10	0.44	6	2
apurrari	10	0.44	4	5
apurrekin	10	0.44	4	5
apurtuaren	10	0.44	5	3
arakatuko	10	0.44	5	2
arantzarik	10	0.44	4	2
aratzak	10	0.44	3	10
arauetako	10	0.44	5	2
arazotik	10	0.44	4	1
arazotxoak	10	0.44	5	1
araztasuna	10	0.44	5	4
araztegian	10	0.44	5	5
arbolan	10	0.44	3	5
arbolaz	10	0.44	3	5
arbonarrak	10	0.44	4	2
ardiz	10	0.44	2	13
ardoen	10	0.44	3	13
ardora	10	0.44	3	9
areatik	10	0.44	4	5
argazkik	10	0.44	3	7
argiagorik	10	0.44	5	0
argiegia	10	0.44	5	2
argirako	10	0.44	4	1
argiteria	10	0.44	5	1
argituan	10	0.44	4	6
argitzaile	10	0.44	4	2
argiztatze	10	0.44	4	2
arimadun	10	0.44	4	2
arindura	10	0.44	4	5
arinegia	10	0.44	5	3
aritzerik	10	0.44	4	5
arkadia	10	0.44	4	5
arkitzen	10	0.44	3	6
arkulariak	10	0.44	5	2
arkulariek	10	0.44	5	4
arkupearen	10	0.44	5	2
arkupetan	10	0.44	4	3
armadakoak	10	0.44	5	2
armadore	10	0.44	4	1
armatuaz	10	0.44	4	5
armatzat	10	0.44	3	2
armeniarra	10	0.44	5	1
armeroek	10	0.44	4	3
arnasteak	10	0.44	4	1
arnasteari	10	0.44	5	0
arpoia	10	0.44	3	5
arrabete	10	0.44	4	3
arrabio	10	0.44	4	4
arrail	10	0.44	2	8
arranoek	10	0.44	4	7
arraroen	10	0.44	4	8
arrastoei	10	0.44	4	4
arraultza	10	0.44	3	4
arraunei	10	0.44	3	4
arrazarena	10	0.44	5	2
arrazoinez	10	0.44	4	4
arrebatxo	10	0.44	4	1
arrebatxoa	10	0.44	5	2
arreetan	10	0.44	4	11
arrezifeak	10	0.44	5	1
arroako	10	0.44	4	10
arroaren	10	0.44	4	19
arroilak	10	0.44	3	4
arrosarik	10	0.44	4	5
arrotzagoa	10	0.44	5	2
arroxa	10	0.44	3	9
arruntaz	10	0.44	3	3
artegatu	10	0.44	4	5
artesia	10	0.44	4	9
artikuluz	10	0.44	4	5
artizar	10	0.44	3	0
artizarrak	10	0.44	4	2
artsenikoa	10	0.44	5	3
asalda	10	0.44	3	3
asegaitz	10	0.44	3	2
asegaitza	10	0.44	4	3
asegarri	10	0.44	4	1
asentatzen	10	0.44	4	1
asetuta	10	0.44	4	2
asiriarrek	10	0.44	5	5
askaldu	10	0.44	3	4
askorenak	10	0.44	4	2
asmaketak	10	0.44	4	3
asmoren	10	0.44	3	5
asmu	10	0.44	2	6
astakumea	10	0.44	5	1
asteburuz	10	0.44	4	3
astekoak	10	0.44	4	9
asterik	10	0.44	3	10
astian	10	0.44	3	9
astinaldia	10	0.44	5	6
astinka	10	0.44	3	2
astotik	10	0.44	3	7
astoz	10	0.44	2	13
astundu	10	0.44	3	3
astunegiak	10	0.44	5	2
astunei	10	0.44	3	5
astuneko	10	0.44	4	3
astuntasun	10	0.44	4	1
atalondo	10	0.44	4	2
atarirako	10	0.44	5	1
atek	10	0.44	2	23
ateraldiek	10	0.44	5	5
atonduak	10	0.44	4	3
atrakatu	10	0.44	4	5
atributuek	10	0.44	5	5
atsoek	10	0.44	3	7
atsoen	10	0.44	3	6
atzaparrez	10	0.44	4	6
atzemanda	10	0.44	4	2
atzemanik	10	0.44	4	5
atzematera	10	0.44	5	3
atzendua	10	0.44	4	5
atzenduta	10	0.44	4	1
atzeragoko	10	0.44	5	0
aulkiren	10	0.44	3	4
aupatzen	10	0.44	3	7
aurkakoari	10	0.44	5	1
aurkientza	10	0.44	4	1
aurrizkia	10	0.44	4	4
aurrizkiak	10	0.44	4	2
autobideaz	10	0.44	5	5
autobidez	10	0.44	4	4
autodafe	10	0.44	4	0
auzapezei	10	0.44	4	3
auzokoari	10	0.44	5	1
auzolagun	10	0.44	4	0
auzoraino	10	0.44	4	1
auzotarrei	10	0.44	4	4
axolik	10	0.44	3	2
axuanten	10	0.44	4	2
azafatak	10	0.44	4	2
azazkala	10	0.44	4	4
azelerazio	10	0.44	6	1
azeriaren	10	0.44	5	5
azkarrekin	10	0.44	4	2
azkarrekoa	10	0.44	5	3
azkartasun	10	0.44	4	2
azpikoetan	10	0.44	5	1
azterlana	10	0.44	4	2
babeskia	10	0.44	4	4
babiloniko	10	0.44	5	1
badakarte	10	0.44	4	1
badakizun	10	0.44	4	5
badaukan	10	0.44	3	6
baditun	10	0.44	3	7
badizkiozu	10	0.44	5	3
baduenez	10	0.44	4	6
badugulako	10	0.44	5	1
badugun	10	0.44	3	2
bagenizkio	10	0.44	5	3
bahaut	10	0.44	2	3
bahaute	10	0.44	3	3
bailioke	10	0.44	4	2
bainilla	10	0.44	3	2
bainizun	10	0.44	3	2
bainura	10	0.44	3	2
baionarra	10	0.44	4	2
baitakarte	10	0.44	4	0
baitizuet	10	0.44	4	4
baitzerion	10	0.44	4	2
bakanka	10	0.44	3	5
bakartiago	10	0.44	5	2
balaztari	10	0.44	4	2
balazten	10	0.44	3	4
baldres	10	0.44	2	1
baleztari	10	0.44	4	4
balioez	10	0.44	4	9
baliosaren	10	0.44	5	2
baliosena	10	0.44	5	4
balitez	10	0.44	3	2
balitza	10	0.44	3	5
baloiaz	10	0.44	3	8
baloietan	10	0.44	4	8
balorerik	10	0.44	4	0
banakatu	10	0.44	4	5
bananak	10	0.44	3	4
banantzeak	10	0.44	4	5
banenbilen	10	0.44	4	1
baneukala	10	0.44	4	3
bano	10	0.44	2	25
baporeen	10	0.44	4	6
barbakoa	10	0.44	4	7
barbero	10	0.44	3	5
baretze	10	0.44	3	4
barizeak	10	0.44	4	2
barnealde	10	0.44	4	3
barnerago	10	0.44	4	2
barnetan	10	0.44	3	6
barranda	10	0.44	3	7
barrirudia	10	0.44	5	2
barrundatu	10	0.44	4	3
barrurik	10	0.44	3	8
barrutitan	10	0.44	4	3
baserriaz	10	0.44	4	5
basetxe	10	0.44	3	1
basetxean	10	0.44	4	1
baskula	10	0.44	3	3
basorantz	10	0.44	3	2
batekoaren	10	0.44	5	2
batekoekin	10	0.44	5	2
batipat	10	0.44	3	0
batuago	10	0.44	4	4
batxiler	10	0.44	3	0
batzordeei	10	0.44	4	2
baxuenak	10	0.44	4	6
bazenion	10	0.44	4	4
bazigun	10	0.44	3	2
bederaren	10	0.44	4	1
begiluzeen	10	0.44	5	4
begiruneaz	10	0.44	5	4
begiztatua	10	0.44	5	4
behariak	10	0.44	4	6
beharrago	10	0.44	4	2
beharrekin	10	0.44	4	3
beharrien	10	0.44	4	6
beherenean	10	0.44	5	1
behereneko	10	0.44	5	0
beherera	10	0.44	4	4
behiki	10	0.44	3	8
behizaina	10	0.44	4	2
beitan	10	0.44	2	15
bekatuei	10	0.44	4	6
bekatuz	10	0.44	3	10
belarrekin	10	0.44	4	4
belarriaz	10	0.44	4	6
belatxinga	10	0.44	4	1
belazearen	10	0.44	5	0
beldurpean	10	0.44	4	1
beldurtuak	10	0.44	4	5
beneratua	10	0.44	5	6
berandua	10	0.44	4	4
berantenik	10	0.44	4	0
berdexkak	10	0.44	3	4
berdinetik	10	0.44	4	0
berdotza	10	0.44	3	3
bereekin	10	0.44	4	9
bereizien	10	0.44	4	6
bereiztean	10	0.44	4	6
bereiztuko	10	0.44	4	3
beretsuko	10	0.44	4	3
berexiko	10	0.44	4	4
berexirik	10	0.44	4	2
bereziago	10	0.44	5	4
berezikoa	10	0.44	5	4
berezitan	10	0.44	4	6
beribilen	10	0.44	4	6
beroagoak	10	0.44	5	5
beronetan	10	0.44	4	7
berpiztuz	10	0.44	3	4
berresan	10	0.44	3	1
berrespen	10	0.44	3	1
berretzen	10	0.44	3	6
berrirantz	10	0.44	3	3
bertokoak	10	0.44	4	5
bertora	10	0.44	3	5
bertzaldi	10	0.44	3	1
bertzeena	10	0.44	4	2
bertzeko	10	0.44	3	12
besamotza	10	0.44	4	4
besape	10	0.44	3	2
besapeak	10	0.44	4	3
besaulkira	10	0.44	4	1
bestarat	10	0.44	3	5
besteetako	10	0.44	5	5
bestekoei	10	0.44	4	3
betazala	10	0.44	4	2
beteetan	10	0.44	4	6
betikoen	10	0.44	4	7
betikora	10	0.44	4	6
betikotzen	10	0.44	4	2
betileen	10	0.44	4	2
beyaren	10	0.44	3	4
bezatu	10	0.44	3	11
bezatzaile	10	0.44	4	2
biarnesen	10	0.44	4	4
bidaiariok	10	0.44	5	6
bidaiei	10	0.44	3	5
bideetaz	10	0.44	4	2
bidegile	10	0.44	4	2
bideoek	10	0.44	4	6
biderka	10	0.44	3	3
bidesariak	10	0.44	5	4
bientzako	10	0.44	4	3
bigantxa	10	0.44	3	1
bigungarri	10	0.44	4	2
biharkoan	10	0.44	4	4
bihitegiak	10	0.44	5	5
bihozmina	10	0.44	4	4
bihoztun	10	0.44	3	3
bikainekoa	10	0.44	5	3
bikiaren	10	0.44	4	9
bikiari	10	0.44	4	4
bikoitiak	10	0.44	4	4
bikoteaz	10	0.44	4	5
bikotetan	10	0.44	4	3
bileratan	10	0.44	4	3
biluziekin	10	0.44	5	0
biluziko	10	0.44	4	1
biluzte	10	0.44	3	4
biluztea	10	0.44	4	6
biogasa	10	0.44	4	3
biografien	10	0.44	5	5
biolentoak	10	0.44	5	2
biolinez	10	0.44	4	3
biologoen	10	0.44	5	3
biosfera	10	0.44	4	2
birentzako	10	0.44	4	2
birjinen	10	0.44	3	3
bisarik	10	0.44	3	4
bisigodoek	10	0.44	5	3
bisirrari	10	0.44	4	0
bisonte	10	0.44	3	1
bitalista	10	0.44	4	1
bitarteak	10	0.44	4	5
bizipenez	10	0.44	4	4
bizirautea	10	0.44	5	2
biziren	10	0.44	3	8
bizitzale	10	0.44	4	2
bizitzek	10	0.44	3	9
bizki	10	0.44	2	9
blaiturik	10	0.44	3	2
bluesman	10	0.44	3	1
bokalera	10	0.44	4	3
bolboraren	10	0.44	4	1
bolumenari	10	0.44	5	0
bolumenean	10	0.44	5	2
bop	10	0.44	1	1
bordel	10	0.44	2	8
borka	10	0.44	2	12
borrekin	10	0.44	3	7
bortiztu	10	0.44	3	2
bortxak	10	0.44	2	8
bostekoak	10	0.44	4	7
bostetako	10	0.44	4	7
boteila	10	0.44	3	2
botez	10	0.44	2	25
botikako	10	0.44	4	3
boxer	10	0.44	2	3
bozkarioaz	10	0.44	5	4
bozketen	10	0.44	3	5
braga	10	0.44	2	8
braille	10	0.44	2	2
brankaz	10	0.44	2	3
brastako	10	0.44	3	1
brea	10	0.44	2	8
brisarak	10	0.44	3	1
bronkitis	10	0.44	3	1
brontzeak	10	0.44	3	4
brontzean	10	0.44	3	4
bufandak	10	0.44	3	3
bufoiak	10	0.44	3	5
buhatzen	10	0.44	3	6
builak	10	0.44	3	11
bulegorat	10	0.44	4	1
bulegotan	10	0.44	4	2
bulkaturik	10	0.44	4	2
bultzaden	10	0.44	3	3
bungalow	10	0.44	3	0
bunuztar	10	0.44	3	0
burdinan	10	0.44	3	4
burdinola	10	0.44	4	3
burkideek	10	0.44	4	5
burlak	10	0.44	2	10
burmuinari	10	0.44	5	0
burrunbaz	10	0.44	3	5
buruentzat	10	0.44	4	1
burukoetan	10	0.44	5	2
burukorako	10	0.44	5	0
burulehena	10	0.44	5	2
bururako	10	0.44	4	4
bururen	10	0.44	3	3
bustietan	10	0.44	4	1
butxadura	10	0.44	4	2
buzkantza	10	0.44	3	2
cartel	10	0.44	2	3
crossa	10	0.44	2	2
dagokeen	10	0.44	4	3
dagokionak	10	0.44	5	5
dagokionik	10	0.44	5	2
dakarkizut	10	0.44	4	5
dakartenak	10	0.44	4	2
daldara	10	0.44	3	8
damatxoa	10	0.44	4	2
danekin	10	0.44	3	6
darabilgu	10	0.44	4	2
daramadala	10	0.44	5	3
darizkio	10	0.44	4	3
dastatua	10	0.44	4	7
datilondo	10	0.44	4	0
datorkizue	10	0.44	5	5
datozkizun	10	0.44	4	6
datuetatik	10	0.44	5	4
datuon	10	0.44	3	4
daudena	10	0.44	3	7
daukaan	10	0.44	3	7
deabruduna	10	0.44	5	2
deabruzkoa	10	0.44	5	2
debateak	10	0.44	4	2
debekatuen	10	0.44	5	5
debekatze	10	0.44	4	2
dedikazioa	10	0.44	6	5
deiadarrik	10	0.44	4	2
deiekin	10	0.44	3	5
deiez	10	0.44	2	11
deitze	10	0.44	2	9
dekadentea	10	0.44	5	2
deklara	10	0.44	3	1
demoekin	10	0.44	4	0
denboratan	10	0.44	4	2
denborek	10	0.44	3	4
dendaraino	10	0.44	4	0
dendarako	10	0.44	4	1
denetakoa	10	0.44	5	6
dengea	10	0.44	3	4
derbiko	10	0.44	3	2
deribatua	10	0.44	5	2
deritzaten	10	0.44	4	4
deritzezu	10	0.44	4	3
deskantsua	10	0.44	4	3
desolatu	10	0.44	4	1
desterruan	10	0.44	4	3
destinua	10	0.44	4	4
deusezetik	10	0.44	4	0
deutsat	10	0.44	2	5
deutsuet	10	0.44	3	4
dezakean	10	0.44	4	7
diagonal	10	0.44	4	1
dianari	10	0.44	4	8
dielakoan	10	0.44	5	5
diezunean	10	0.44	5	4
digitalari	10	0.44	5	0
diogunak	10	0.44	4	6
dionarekin	10	0.44	5	5
dioskun	10	0.44	3	3
diotse	10	0.44	3	7
dioxinen	10	0.44	4	4
dirdaika	10	0.44	3	2
dirdiraka	10	0.44	4	5
direnetaz	10	0.44	4	4
dirubide	10	0.44	4	1
diruzalea	10	0.44	5	3
disc	10	0.44	1	0
disken	10	0.44	2	3
diskotekak	10	0.44	4	4
